GEONR;GEONAME;CLASS_HAB;VARIABLE;VALUE;STATUS
2275;Murten;1;depc_t;2993;A
2275;Murten;1;depc_pat_cul;409;A
2275;Murten;1;depc_cula;818;A
2275;Murten;1;depc_med;0;A
2275;Murten;1;depc_spo;1766;A
2275;Murten;1;depc_egl;0;A
2275;Murten;1;depic_t;54;A
2275;Murten;1;depic_pat_cul;39;A
2275;Murten;1;depic_cula;0;A
2275;Murten;1;depic_med;0;A
2275;Murten;1;depic_spo;15;A
2275;Murten;1;depic_egl;0;A
6412;Peseux;1;depc_t;1370;A
6412;Peseux;1;depc_pat_cul;3;A
6412;Peseux;1;depc_cula;340;A
6412;Peseux;1;depc_med;402;A
6412;Peseux;1;depc_spo;559;A
6412;Peseux;1;depc_egl;67;A
6412;Peseux;1;depic_t;156;A
6412;Peseux;1;depic_pat_cul;0;A
6412;Peseux;1;depic_cula;0;A
6412;Peseux;1;depic_med;156;A
6412;Peseux;1;depic_spo;0;A
6412;Peseux;1;depic_egl;0;A
6800;Porrentruy;1;depc_t;4003;A
6800;Porrentruy;1;depc_pat_cul;0;A
6800;Porrentruy;1;depc_cula;954;A
6800;Porrentruy;1;depc_med;0;A
6800;Porrentruy;1;depc_spo;3048;A
6800;Porrentruy;1;depc_egl;0;A
6800;Porrentruy;1;depic_t;1572;A
6800;Porrentruy;1;depic_pat_cul;0;A
6800;Porrentruy;1;depic_cula;0;A
6800;Porrentruy;1;depic_med;0;A
6800;Porrentruy;1;depic_spo;1572;A
6800;Porrentruy;1;depic_egl;0;A
3215;Rorschach;1;depc_t;4741;A
3215;Rorschach;1;depc_pat_cul;54;A
3215;Rorschach;1;depc_cula;727;A
3215;Rorschach;1;depc_med;0;A
3215;Rorschach;1;depc_spo;3960;A
3215;Rorschach;1;depc_egl;0;A
3215;Rorschach;1;depic_t;935;A
3215;Rorschach;1;depic_pat_cul;0;A
3215;Rorschach;1;depic_cula;0;A
3215;Rorschach;1;depic_med;0;A
3215;Rorschach;1;depic_spo;935;A
3215;Rorschach;1;depic_egl;0;A
3787;St. Moritz;1;depc_t;14109;A
3787;St. Moritz;1;depc_pat_cul;629;A
3787;St. Moritz;1;depc_cula;965;A
3787;St. Moritz;1;depc_med;0;A
3787;St. Moritz;1;depc_spo;12514;A
3787;St. Moritz;1;depc_egl;0;A
3787;St. Moritz;1;depic_t;5156;A
3787;St. Moritz;1;depic_pat_cul;244;A
3787;St. Moritz;1;depic_cula;112;A
3787;St. Moritz;1;depic_med;0;A
3787;St. Moritz;1;depic_spo;4801;A
3787;St. Moritz;1;depic_egl;0;A
1509;Stans;1;depc_t;2261;A
1509;Stans;1;depc_pat_cul;136;A
1509;Stans;1;depc_cula;412;A
1509;Stans;1;depc_med;104;A
1509;Stans;1;depc_spo;1609;A
1509;Stans;1;depc_egl;0;A
1509;Stans;1;depic_t;912;A
1509;Stans;1;depic_pat_cul;100;A
1509;Stans;1;depic_cula;0;A
1509;Stans;1;depic_med;0;A
1509;Stans;1;depic_spo;812;A
1509;Stans;1;depic_egl;0;A
250;Urdorf;1;depc_t;3325;A
250;Urdorf;1;depc_pat_cul;31;A
250;Urdorf;1;depc_cula;314;A
250;Urdorf;1;depc_med;0;A
250;Urdorf;1;depc_spo;2980;A
250;Urdorf;1;depc_egl;0;A
250;Urdorf;1;depic_t;0;A
250;Urdorf;1;depic_pat_cul;0;A
250;Urdorf;1;depic_cula;0;A
250;Urdorf;1;depic_med;0;A
250;Urdorf;1;depic_spo;0;A
250;Urdorf;1;depic_egl;0;A
6297;Visp;1;depc_t;24576;A
6297;Visp;1;depc_pat_cul;0;A
6297;Visp;1;depc_cula;2770;A
6297;Visp;1;depc_med;40;A
6297;Visp;1;depc_spo;20670;A
6297;Visp;1;depc_egl;1096;A
6297;Visp;1;depic_t;20385;A
6297;Visp;1;depic_pat_cul;0;A
6297;Visp;1;depic_cula;1051;A
6297;Visp;1;depic_med;0;A
6297;Visp;1;depic_spo;19334;A
6297;Visp;1;depic_egl;0;A
6300;Zermatt;1;depc_t;5417;A
6300;Zermatt;1;depc_pat_cul;334;A
6300;Zermatt;1;depc_cula;574;A
6300;Zermatt;1;depc_med;123;A
6300;Zermatt;1;depc_spo;3873;A
6300;Zermatt;1;depc_egl;512;A
6300;Zermatt;1;depic_t;1112;A
6300;Zermatt;1;depic_pat_cul;75;A
6300;Zermatt;1;depic_cula;0;A
6300;Zermatt;1;depic_med;0;A
6300;Zermatt;1;depic_spo;1036;A
6300;Zermatt;1;depic_egl;0;A
2534;Zuchwil;1;depc_t;4396;A
2534;Zuchwil;1;depc_pat_cul;24;A
2534;Zuchwil;1;depc_cula;298;A
2534;Zuchwil;1;depc_med;76;A
2534;Zuchwil;1;depc_spo;3998;A
2534;Zuchwil;1;depc_egl;0;A
2534;Zuchwil;1;depic_t;3299;A
2534;Zuchwil;1;depic_pat_cul;0;A
2534;Zuchwil;1;depic_cula;0;A
2534;Zuchwil;1;depic_med;0;A
2534;Zuchwil;1;depic_spo;3299;A
2534;Zuchwil;1;depic_egl;0;A
